Iterations	q_{12}	q_{21}	q_{13}	q_{31}	q_{24}	q_{42}
82	0.785582	0.640964	1.240277	1.237764	0.454433	0.120913
83	0.769338	0.648712	1.248237	1.246983	0.450421	0.141869
86	0.755042	0.629781	1.246890	1.252577	0.446107	0.136323
88	0.760711	0.629771	1.258536	1.244309	0.429906	0.134732
91	0.748866	0.613892	1.253085	1.258031	0.435507	0.147963
92	0.724008	0.594331	1.245120	1.276456	0.438473	0.144301
94	0.713556	0.589193	1.253523	1.282110	0.437430	0.152954
95	0.731388	0.572975	1.264342	1.300432	0.443398	0.153590
97	0.707574	0.583957	1.262165	1.314959	0.466103	0.148038
98	0.700398	0.598201	1.260504	1.313065	0.469190	0.134715
99	0.681474	0.590440	1.264463	1.324188	0.457448	0.135134
100	0.684270	0.608157	1.287321	1.305007	0.451474	0.148006
103	0.677296	0.631658	1.307826	1.286178	0.452786	0.135898
106	0.658010	0.617755	1.314253	1.309627	0.438046	0.155677
107	0.675390	0.639038	1.336955	1.299809	0.457832	0.156881
108	0.691207	0.638104	1.353671	1.282661	0.480913	0.132469
110	0.669403	0.632016	1.357085	1.299654	0.461109	0.143049
111	0.666703	0.656809	1.349561	1.315502	0.443228	0.143529
112	0.652562	0.635861	1.355913	1.306670	0.443795	0.127096
113	0.638082	0.644386	1.371111	1.301355	0.432223	0.120393
114	0.640953	0.632273	1.378591	1.306735	0.414147	0.116347
118	0.641913	0.615411	1.393897	1.316437	0.407182	0.102098
119	0.621807	0.601732	1.407317	1.303568	0.424083	0.094954
120	0.605607	0.590670	1.416927	1.310380	0.403413	0.073087
121	0.596333	0.602907	1.423441	1.307476	0.424265	0.077260
122	0.605381	0.606091	1.434139	1.308938	0.403302	0.061297
123	0.618691	0.618191	1.429155	1.322971	0.399018	0.052238
124	0.634908	0.609243	1.442788	1.325240	0.401808	0.037325
125	0.624712	0.616288	1.458924	1.332460	0.383300	0.020028
126	0.617519	0.593590	1.467163	1.327393	0.405557	0.044289
127	0.623120	0.593818	1.475941	1.341419	0.387506	0.067268
128	0.632004	0.576425	1.499432	1.335855	0.407742	0.087714
130	0.615907	0.592894	1.490901	1.353981	0.392049	0.087944
133	0.633486	0.601724	1.513716	1.369007	0.406231	0.067459
134	0.612589	0.610042	1.521871	1.368341	0.415205	0.070791
138	0.598551	0.592950	1.542187	1.373078	0.414498	0.087257
141	0.582222	0.577219	1.520106	1.393636	0.407986	0.068143
143	0.578836	0.565371	1.531241	1.393255	0.383064	0.086418
145	0.586822	0.574679	1.549800	1.401880	0.396023	0.107626
148	0.582852	0.558456	1.557868	1.414692	0.420705	0.098018
149	0.566662	0.548657	1.573526	1.419575	0.411268	0.089085
151	0.551790	0.540203	1.595369	1.426622	0.423555	0.097717
157	0.565228	0.550102	1.603214	1.437141	0.445497	0.092542
159	0.565683	0.550722	1.622326	1.442538	0.438668	0.104105
161	0.550717	0.574035	1.607919	1.463024	0.441068	0.090364
165	0.539844	0.570027	1.630063	1.450111	0.443564	0.080658
168	0.527993	0.589557	1.641978	1.452444	0.461378	0.101556
169	0.538425	0.604299	1.634698	1.473934	0.466774	0.098444
170	0.515292	0.596745	1.653866	1.475033	0.489299	0.081582
171	0.502604	0.580758	1.652542	1.483564	0.501504	0.070772
173	0.501632	0.559949	1.671064	1.494490	0.483154	0.067060
174	0.511918	0.579923	1.695145	1.511631	0.466357	0.064353
175	0.507363	0.566957	1.688168	1.527721	0.450838	0.048582
177	0.517718	0.572845	1.706993	1.520139	0.436648	0.042708
179	0.540232	0.570256	1.725453	1.529775	0.416864	0.023536
186	0.530378	0.581899	1.743533	1.521011	0.397684	0.034722
188	0.543879	0.558233	1.749887	1.545991	0.407259	0.028509
191	0.546686	0.543981	1.752266	1.559776	0.394329	0.035801
192	0.545688	0.560625	1.737158	1.577848	0.372201	0.034522
193	0.548735	0.562067	1.747869	1.582720	0.354030	0.040495
195	0.530653	0.543391	1.744991	1.602814	0.374030	0.065394
197	0.542919	0.547549	1.766333	1.607315	0.364496	0.043805
201	0.539541	0.561653	1.785988	1.620038	0.386476	0.037221
202	0.521367	0.560305	1.799491	1.600464	0.367828	0.037044
204	0.538328	0.556947	1.806243	1.608452	0.354112	0.044893
205	0.551133	0.542142	1.818345	1.628180	0.366297	0.039206
209	0.573565	0.548066	1.842822	1.645138	0.377179	0.061855
213	0.580630	0.539806	1.866404	1.657026	0.382538	0.057008
216	0.563601	0.517609	1.886251	1.664780	0.380170	0.048469
219	0.553936	0.540647	1.873814	1.689294	0.370855	0.043210
220	0.536915	0.539065	1.879592	1.710488	0.388442	0.019887
222	0.540735	0.537341	1.903333	1.690882	0.374331	0.017030
223	0.520090	0.556698	1.890919	1.678706	0.351852	0.036298
227	0.497399	0.553261	1.907102	1.703211	0.365784	0.031006
229	0.500383	0.532293	1.915166	1.713311	0.371555	0.049766
230	0.479212	0.548675	1.928762	1.691400	0.370857	0.071802
233	0.461143	0.569389	1.924474	1.682619	0.346602	0.067145
235	0.459846	0.554907	1.937751	1.697846	0.355471	0.091012
237	0.466788	0.565111	1.929079	1.719939	0.367196	0.082609
238	0.457792	0.553615	1.942419	1.726932	0.349597	0.087349
239	0.434963	0.547757	1.953084	1.749351	0.324821	0.094513
242	0.424412	0.539671	1.977721	1.738191	0.340332	0.114151
244	0.405189	0.520094	1.959111	1.748046	0.328019	0.092178
246	0.392820	0.519231	1.971461	1.752921	0.318648	0.081611
247	0.415821	0.512224	1.987968	1.777103	0.299333	0.076570
248	0.433474	0.521615	1.990736	1.801736	0.285157	0.090050
250	0.416546	0.526549	1.990274	1.795123	0.301010	0.066715
251	0.393593	0.514154	1.999984	1.787223	0.280399	0.073026
254	0.415328	0.530104	2.020983	1.799084	0.278295	0.086051
255	0.396813	0.514919	2.027891	1.816599	0.267600	0.087700
256	0.373948	0.522958	2.002934	1.825603	0.258418	0.067316
257	0.363786	0.526025	1.989296	1.844549	0.269759	0.063000
259	0.343561	0.515918	2.000076	1.848135	0.285827	0.083309
260	0.349728	0.511722	2.023940	1.866863	0.304850	0.105643
261	0.350280	0.515864	2.034988	1.850663	0.307938	0.082524
262	0.325896	0.504749	2.047918	1.867292	0.328224	0.089284
263	0.318225	0.506475	2.061342	1.868284	0.312595	0.097698
264	0.320347	0.516153	2.071484	1.880912	0.309774	0.076052
265	0.305061	0.514073	2.079800	1.887651	0.291734	0.078605
270	0.306943	0.510431	2.094283	1.881836	0.308401	0.058345
272	0.297857	0.529149	2.092039	1.882594	0.314474	0.053367
278	0.315267	0.507730	2.086234	1.902655	0.303822	0.045517
279	0.316669	0.497379	2.090609	1.906076	0.299839	0.029394
281	0.295950	0.473888	2.114955	1.907105	0.285063	0.017461
282	0.297509	0.449873	2.093108	1.927160	0.300800	0.038373
283	0.278922	0.452837	2.107621	1.920899	0.277913	0.030909
286	0.256060	0.461269	2.123545	1.930079	0.276606	0.030380
289	0.260721	0.472489	2.132697	1.954773	0.289448	0.053581
292	0.251331	0.496490	2.143077	1.975609	0.280092	0.051578
295	0.230691	0.486050	2.165734	1.980802	0.275562	0.044370
297	0.249509	0.487869	2.178233	1.979463	0.253436	0.045863
299	0.269217	0.498679	2.191191	1.992467	0.251501	0.052108
301	0.255749	0.517182	2.210229	1.977564	0.261290	0.040524
302	0.245118	0.523407	2.229807	1.978125	0.262982	0.031000
303	0.244383	0.518434	2.249913	1.993631	0.268553	0.054676
306	0.264070	0.521366	2.261778	2.004744	0.278497	0.045826
308	0.242951	0.530355	2.269854	1.993554	0.263197	0.033224
313	0.224306	0.545923	2.282446	1.997702	0.283954	0.056493
318	0.215475	0.558607	2.271925	2.022341	0.264582	0.036506
320	0.205023	0.570826	2.292315	2.025033	0.250519	0.049614
321	0.200953	0.557202	2.308502	2.004872	0.241744	0.053666
324	0.189404	0.537947	2.309355	1.998524	0.220133	0.042542
333	0.178296	0.523982	2.325683	1.991849	0.207031	0.040648
334	0.164100	0.506524	2.347143	1.967335	0.208980	0.033611
336	0.182597	0.489260	2.348500	1.986624	0.215231	0.036485
338	0.166753	0.470003	2.356703	2.007034	0.199842	0.030014
340	0.160526	0.475337	2.367008	2.018733	0.222457	0.039908
341	0.162947	0.458499	2.379120	2.032059	0.224155	0.063800
344	0.156705	0.460443	2.384397	2.040985	0.227617	0.054695
345	0.167664	0.440322	2.399482	2.018126	0.231448	0.052450
346	0.165536	0.464604	2.419710	2.021633	0.228120	0.031197
347	0.171011	0.442648	2.420662	2.012077	0.232301	0.042705
349	0.162479	0.435813	2.435907	1.988067	0.239230	0.041213
350	0.138988	0.453324	2.454558	1.990719	0.234641	0.034053
351	0.152150	0.454649	2.467507	1.978667	0.209827	0.058522
354	0.145395	0.439045	2.490083	1.993888	0.187266	0.061378
355	0.141535	0.423983	2.489015	2.004523	0.169841	0.050384
359	0.139833	0.430225	2.486524	2.026769	0.151420	0.059444
361	0.163906	0.443152	2.474990	2.049668	0.147058	0.062611
362	0.149378	0.437529	2.490009	2.038424	0.144390	0.054183
363	0.150954	0.424820	2.483435	2.061453	0.165210	0.059107
367	0.153156	0.416183	2.495817	2.078438	0.171445	0.063831
370	0.132843	0.424284	2.512426	2.100936	0.169582	0.045648
371	0.119269	0.414239	2.518901	2.124990	0.187315	0.054862
373	0.126858	0.422686	2.524082	2.125050	0.197005	0.041799
374	0.142257	0.413038	2.518063	2.125361	0.196581	0.040951
377	0.155814	0.423786	2.539612	2.133839	0.188182	0.048074
378	0.173333	0.406877	2.537468	2.149195	0.199082	0.064072
380	0.197900	0.389877	2.542881	2.128215	0.174319	0.060699
381	0.208560	0.406003	2.559054	2.146972	0.185262	0.039691
382	0.189987	0.428743	2.567068	2.168617	0.195260	0.027755
384	0.168024	0.417651	2.572131	2.167792	0.188359	0.037383
386	0.148215	0.440140	2.590636	2.187689	0.197658	0.032122
387	0.141419	0.445430	2.615551	2.203853	0.184405	0.047044
390	0.120655	0.443822	2.639115	2.205797	0.180410	0.045650
392	0.144227	0.439167	2.664089	2.226242	0.201024	0.022089
394	0.160198	0.439480	2.687753	2.241073	0.203974	0.042085
397	0.136501	0.435882	2.708790	2.265249	0.184087	0.052644
400	0.142389	0.432118	2.732571	2.246822	0.161195	0.056888
401	0.166317	0.434612	2.755258	2.265702	0.138244	0.051541
402	0.182242	0.434592	2.768062	2.257125	0.130233	0.051703
404	0.182431	0.438358	2.755008	2.278217	0.149401	0.042323
406	0.163219	0.446601	2.764787	2.275542	0.152120	0.039988
410	0.151205	0.423522	2.779168	2.256197	0.155268	0.030085
411	0.175928	0.431418	2.762809	2.274913	0.173197	0.038497
412	0.178418	0.452114	2.780942	2.274623	0.153173	0.044662
416	0.176396	0.430555	2.803837	2.268196	0.172382	0.064564
417	0.166760	0.454766	2.816473	2.268253	0.168614	0.063850
418	0.170408	0.467244	2.815320	2.285870	0.158354	0.049780
422	0.185841	0.483761	2.829103	2.309970	0.166405	0.063106
424	0.195966	0.486987	2.838106	2.301470	0.178623	0.057499
425	0.199915	0.471134	2.860372	2.289922	0.176980	0.041630
426	0.212828	0.463411	2.866518	2.276266	0.179893	0.049622
427	0.191964	0.440120	2.882681	2.282594	0.155140	0.029174
429	0.208107	0.453361	2.886656	2.261360	0.141822	0.043597
430	0.183418	0.474925	2.909125	2.251348	0.130408	0.051238
433	0.189815	0.479033	2.917621	2.270895	0.126761	0.034677
435	0.205733	0.467010	2.911216	2.280573	0.115974	0.038920
437	0.213713	0.463752	2.928729	2.296169	0.119254	0.055890
440	0.200677	0.451019	2.940446	2.282040	0.126254	0.061879
442	0.219838	0.452994	2.956136	2.293436	0.143108	0.067371
444	0.220209	0.476160	2.944874	2.313097	0.124216	0.063069
450	0.215465	0.451667	2.952639	2.301725	0.106820	0.067321
451	0.204602	0.473523	2.965367	2.292417	0.096047	0.064252
454	0.180248	0.498302	2.978489	2.313195	0.081765	0.062428
458	0.191788	0.511405	2.978139	2.292393	0.089298	0.049888
459	0.212204	0.511491	2.992380	2.286145	0.109996	0.064163
463	0.199846	0.518700	2.989118	2.285956	0.107551	0.042676
464	0.193818	0.525655	2.998621	2.310442	0.083628	0.044058
468	0.169184	0.516267	3.016627	2.332881	0.093123	0.027586
469	0.182247	0.523270	3.016204	2.332846	0.099595	0.051016
470	0.172819	0.510742	3.036997	2.321355	0.084601	0.060387
472	0.186964	0.515553	3.031801	2.335993	0.086814	0.067016
473	0.173027	0.495399	3.027772	2.359851	0.089767	0.050579
475	0.151500	0.480710	3.051893	2.342328	0.095346	0.043923
478	0.149082	0.468562	3.058422	2.347365	0.093013	0.053878
481	0.169173	0.472979	3.064507	2.325197	0.110198	0.029761
482	0.167093	0.456259	3.085499	2.301153	0.122361	0.052917
484	0.184111	0.471758	3.081657	2.310747	0.110229	0.036234
486	0.185919	0.494121	3.092602	2.312330	0.130285	0.040823
487	0.210457	0.496472	3.102630	2.299111	0.154238	0.034919
488	0.212876	0.475808	3.105585	2.322395	0.137170	0.039594
495	0.196529	0.480046	3.108512	2.340932	0.142100	0.042802
496	0.220735	0.459711	3.107944	2.357722	0.121839	0.047038
499	0.195927	0.462233	3.115079	2.381126	0.141372	0.030123
501	0.185737	0.457074	3.120035	2.375902	0.127486	0.049131
504	0.179391	0.458661	3.132644	2.390837	0.130967	0.063880
505	0.175163	0.435333	3.153056	2.403425	0.121341	0.053396
514	0.186599	0.459733	3.167799	2.427840	0.139574	0.052582
517	0.210563	0.435653	3.180789	2.435785	0.148059	0.054116
518	0.200486	0.441642	3.190439	2.423385	0.164552	0.033921
525	0.178692	0.453393	3.204414	2.431493	0.153079	0.037569
527	0.185773	0.440218	3.196865	2.439616	0.139188	0.051405
528	0.169716	0.464762	3.214109	2.444118	0.141650	0.034666
531	0.163152	0.444725	3.226821	2.447328	0.161540	0.030658
536	0.186194	0.455700	3.221971	2.446181	0.150272	0.052841
537	0.187517	0.470911	3.245673	2.428910	0.129998	0.056785
538	0.199965	0.482162	3.265937	2.441456	0.118393	0.063425
540	0.186238	0.480073	3.258314	2.427894	0.111563	0.046240
549	0.164658	0.463652	3.263019	2.445173	0.126970	0.033967
551	0.155102	0.448487	3.287619	2.469403	0.122597	0.035864
552	0.140490	0.430941	3.305358	2.479411	0.099768	0.049570
553	0.139196	0.411218	3.323971	2.479972	0.100564	0.045819
555	0.146334	0.427667	3.337360	2.478935	0.123143	0.056460
558	0.166409	0.450475	3.344919	2.455146	0.121868	0.063748
560	0.149973	0.426506	3.357925	2.435203	0.121721	0.062613
561	0.148901	0.426668	3.374488	2.458910	0.143929	0.047123
562	0.162765	0.419520	3.391480	2.450808	0.123127	0.061815
566	0.185000	0.435370	3.406988	2.451439	0.099718	0.052221
567	0.206608	0.437178	3.397884	2.429889	0.092006	0.041081
570	0.230412	0.421486	3.420555	2.437705	0.105576	0.040640
574	0.233217	0.444881	3.443962	2.437040	0.125927	0.038403
575	0.214067	0.458041	3.446908	2.447488	0.139850	0.033974
579	0.217575	0.441405	3.457781	2.469577	0.153842	0.031230
581	0.240975	0.430233	3.468441	2.487358	0.131435	0.048338
591	0.220051	0.438166	3.489026	2.472069	0.118922	0.053157
595	0.239817	0.437540	3.495396	2.487225	0.119376	0.061225
598	0.232666	0.436980	3.500407	2.493388	0.119918	0.054093
600	0.225689	0.446536	3.508591	2.488228	0.117236	0.037278
601	0.202278	0.470164	3.512036	2.505646	0.130271	0.046206
605	0.226370	0.482026	3.523607	2.503262	0.135425	0.039428
607	0.232626	0.478405	3.529076	2.488543	0.115356	0.041625
612	0.211344	0.479340	3.550117	2.506455	0.135520	0.054305
613	0.198389	0.463680	3.572398	2.516791	0.152411	0.063958
614	0.202380	0.468332	3.590043	2.493146	0.160136	0.057805
616	0.211025	0.452599	3.592602	2.485058	0.175443	0.048709
619	0.212885	0.472391	3.609917	2.495105	0.156177	0.054836
620	0.189855	0.493872	3.627092	2.494689	0.133681	0.032169
622	0.184852	0.512449	3.647001	2.474043	0.129608	0.055309
624	0.197828	0.509775	3.653537	2.459605	0.115137	0.053380
625	0.208114	0.518694	3.667410	2.477090	0.116791	0.029267
629	0.216485	0.528646	3.681993	2.468924	0.110021	0.053233
630	0.191939	0.515032	3.700054	2.482866	0.129707	0.030858
631	0.175103	0.517511	3.713899	2.479044	0.113678	0.048231
633	0.176431	0.507212	3.713128	2.498938	0.124709	0.043327
634	0.174672	0.518571	3.735803	2.502722	0.125542	0.044352
635	0.185583	0.530156	3.758501	2.525807	0.107125	0.029714
637	0.192348	0.550549	3.779433	2.525601	0.111334	0.042219
640	0.199200	0.531119	3.776416	2.546972	0.106664	0.040766
645	0.200200	0.547887	3.796046	2.554718	0.126043	0.045550
646	0.216938	0.557535	3.820057	2.534776	0.114597	0.039419
649	0.212129	0.558561	3.842401	2.540626	0.090488	0.042871
654	0.214642	0.538703	3.865074	2.527169	0.089958	0.060778
661	0.239074	0.527879	3.884671	2.526265	0.092060	0.069286
664	0.262260	0.523454	3.874106	2.521569	0.087183	0.049561
665	0.244906	0.509411	3.876072	2.532232	0.106720	0.031144
672	0.230051	0.507440	3.865545	2.536672	0.123344	0.052025
675	0.230993	0.493998	3.852581	2.542904	0.114604	0.049544
683	0.230161	0.491241	3.866411	2.561730	0.098250	0.064009
684	0.223009	0.511817	3.881830	2.558493	0.112325	0.052794
687	0.237286	0.496345	3.895380	2.573243	0.103280	0.034397
691	0.234901	0.519765	3.918223	2.574759	0.121669	0.035007
692	0.237817	0.520376	3.929894	2.580447	0.103338	0.031829
695	0.254356	0.517057	3.921538	2.565930	0.112120	0.047981
698	0.265795	0.497440	3.913795	2.551811	0.109489	0.052083
701	0.252697	0.478696	3.930650	2.526993	0.107055	0.055670
702	0.264168	0.478872	3.951324	2.529122	0.091741	0.042196
706	0.268366	0.460396	3.969561	2.533526	0.113176	0.052378
707	0.262618	0.478573	3.970378	2.538524	0.120591	0.038047
711	0.273691	0.498619	3.985533	2.529712	0.112573	0.044163
718	0.294209	0.499677	3.999838	2.549056	0.126693	0.045963
727	0.317011	0.501757	4.014803	2.550124	0.146420	0.038940
732	0.305405	0.501285	4.021460	2.554523	0.142157	0.033888
737	0.317354	0.494226	4.034091	2.555527	0.126100	0.035689
742	0.341191	0.488420	4.047851	2.549485	0.124747	0.049114
743	0.323303	0.495834	4.058623	2.568583	0.126065	0.038000
744	0.325855	0.512310	4.076184	2.578706	0.123512	0.060968
745	0.335028	0.491244	4.099445	2.587310	0.125990	0.066288
746	0.317257	0.496159	4.099868	2.602448	0.149072	0.043171
750	0.305045	0.487168	4.107194	2.587605	0.158265	0.042087
763	0.304601	0.481054	4.121159	2.605901	0.149331	0.046111
764	0.296549	0.483551	4.142587	2.626791	0.131601	0.042799
765	0.279147	0.464408	4.158039	2.631947	0.114856	0.055766
769	0.267829	0.450709	4.156053	2.638388	0.115696	0.051168
785	0.244785	0.445066	4.162335	2.636686	0.130424	0.036064
786	0.228099	0.465530	4.176692	2.613611	0.152895	0.053006
796	0.224138	0.452857	4.197052	2.617273	0.155475	0.044541
797	0.222693	0.477743	4.219405	2.619514	0.142817	0.060483
798	0.233386	0.489231	4.194553	2.631912	0.135145	0.039671
810	0.253100	0.487107	4.203177	2.651045	0.126110	0.044946
818	0.253639	0.491247	4.226328	2.642912	0.125962	0.037767
820	0.276974	0.509817	4.244719	2.652509	0.117927	0.036657
824	0.255483	0.524904	4.243355	2.649838	0.102931	0.043288
825	0.241142	0.516573	4.256559	2.638104	0.126468	0.025999
827	0.233561	0.497956	4.269885	2.650989	0.113731	0.044411
828	0.218780	0.488668	4.284780	2.638518	0.110762	0.035238
832	0.218698	0.513581	4.302273	2.648034	0.134327	0.036356
847	0.231423	0.499598	4.295602	2.646968	0.123419	0.047279
860	0.252924	0.506604	4.317035	2.663732	0.113211	0.057204
861	0.264175	0.507313	4.319672	2.686988	0.113861	0.040478
863	0.252644	0.520664	4.335134	2.667304	0.118874	0.041566
866	0.258240	0.520702	4.340356	2.689585	0.119921	0.040111
870	0.274986	0.513465	4.359339	2.704295	0.134893	0.038156
874	0.293608	0.529366	4.351479	2.679714	0.122788	0.039279
876	0.271148	0.520524	4.371151	2.683527	0.118968	0.060519
877	0.277604	0.509815	4.367107	2.704027	0.130061	0.036882
883	0.253712	0.522303	4.385529	2.702696	0.124806	0.035765
889	0.265895	0.518071	4.410111	2.698202	0.118223	0.050131
891	0.267754	0.514841	4.413709	2.680706	0.141375	0.050361
893	0.276142	0.522688	4.435152	2.683367	0.142659	0.030130
894	0.271621	0.501960	4.426209	2.676616	0.135323	0.052435
896	0.279963	0.495207	4.438720	2.653293	0.110750	0.030959
897	0.289152	0.511963	4.436947	2.645931	0.116076	0.055435
900	0.293612	0.534623	4.456771	2.639969	0.135890	0.056648
903	0.310437	0.512720	4.431814	2.615252	0.132923	0.045929
904	0.296194	0.497444	4.432873	2.627979	0.138090	0.049107
917	0.319547	0.501890	4.443084	2.605480	0.126605	0.039225
919	0.312198	0.489453	4.445336	2.611645	0.113412	0.034988
922	0.321418	0.484077	4.454805	2.633245	0.113310	0.058461
928	0.335487	0.487498	4.451120	2.643479	0.134023	0.040057
935	0.318544	0.500419	4.475235	2.620142	0.135142	0.039719
938	0.304871	0.486848	4.464020	2.625074	0.112318	0.039020
939	0.295770	0.490888	4.476321	2.648873	0.095663	0.040376
941	0.277303	0.466568	4.462413	2.648064	0.119488	0.050961
944	0.297151	0.468835	4.475297	2.672757	0.109731	0.055762
945	0.281045	0.469989	4.466107	2.663547	0.132555	0.043402
954	0.266903	0.486574	4.476549	2.679061	0.126098	0.036012
960	0.275680	0.495632	4.493019	2.673687	0.115087	0.043094
971	0.300549	0.497002	4.506887	2.670774	0.097676	0.037146
974	0.289811	0.502650	4.520432	2.693268	0.095948	0.052325
976	0.269643	0.492994	4.538543	2.679111	0.106360	0.040966
984	0.276476	0.503801	4.551056	2.703304	0.120713	0.049297
986	0.267298	0.496494	4.573018	2.689929	0.122485	0.036163
1005	0.267411	0.487858	4.583358	2.690013	0.105646	0.052546
1007	0.284434	0.502049	4.606789	2.678115	0.098767	0.052131
1008	0.293226	0.503091	4.622242	2.658448	0.112383	0.049365
1009	0.297324	0.493440	4.644445	2.644046	0.104345	0.051725
1012	0.299574	0.483166	4.649238	2.641066	0.123109	0.056033
1013	0.307954	0.490446	4.664509	2.653117	0.133143	0.033280
1014	0.287180	0.467088	4.646336	2.656513	0.110637	0.045599
1019	0.310453	0.456852	4.659385	2.674853	0.118633	0.036116
1024	0.334696	0.462165	4.675732	2.669556	0.104792	0.052663
1025	0.338470	0.437767	4.657114	2.671104	0.122426	0.049465
1028	0.327570	0.424456	4.678963	2.670207	0.134799	0.033897
1030	0.317564	0.430350	4.681047	2.666580	0.114020	0.032032
1031	0.300120	0.437659	4.683372	2.675193	0.090353	0.041153
1033	0.311139	0.415428	4.688590	2.670571	0.102374	0.046847
1038	0.296143	0.434745	4.694086	2.666236	0.099412	0.040267
1039	0.278142	0.434735	4.700274	2.653709	0.112262	0.053111
1041	0.282763	0.412720	4.693978	2.657991	0.122749	0.043788
1052	0.277179	0.435983	4.686001	2.682632	0.101943	0.037498
1057	0.257084	0.439148	4.693476	2.699951	0.119581	0.037412
1059	0.254172	0.417205	4.709496	2.678745	0.095076	0.048337
1063	0.274464	0.404855	4.720128	2.656920	0.094168	0.053183
1066	0.256893	0.386307	4.739536	2.674250	0.116048	0.039638
1076	0.247429	0.374538	4.757041	2.656607	0.101386	0.043157
1077	0.267133	0.398874	4.762500	2.656018	0.100776	0.048967
1084	0.248812	0.391891	4.782238	2.670072	0.102027	0.036750
1088	0.252861	0.384359	4.761849	2.661441	0.103490	0.040912
1092	0.238567	0.396555	4.785283	2.650324	0.109316	0.058284
1096	0.231555	0.375400	4.799638	2.673861	0.106100	0.043872
1115	0.251379	0.376883	4.810698	2.664069	0.107191	0.047341
1121	0.274759	0.357314	4.833979	2.666004	0.092551	0.041437
1125	0.273245	0.359268	4.857463	2.646453	0.112964	0.055050
1126	0.267436	0.372304	4.861848	2.632526	0.094061	0.047267
1139	0.261729	0.354542	4.874086	2.640969	0.088904	0.038059
1144	0.282962	0.372363	4.893435	2.652727	0.079334	0.038761
1145	0.276328	0.373297	4.874512	2.654328	0.087309	0.052733
1150	0.300488	0.368363	4.878159	2.652877	0.088897	0.048357
1154	0.294658	0.343379	4.878487	2.643080	0.107640	0.052759
1156	0.277171	0.357149	4.882890	2.651779	0.102371	0.051313
1160	0.291740	0.365361	4.888434	2.635682	0.123805	0.035197
1164	0.280398	0.388945	4.864443	2.648875	0.134968	0.046027
1169	0.256925	0.385755	4.884821	2.668266	0.126376	0.056870
1188	0.254822	0.402511	4.906704	2.645267	0.147588	0.042263
1201	0.262200	0.390313	4.887044	2.634693	0.130800	0.044437
1202	0.267100	0.394104	4.901138	2.642608	0.138561	0.040494
1210	0.265989	0.418081	4.917665	2.646711	0.147864	0.054184
1213	0.283350	0.417724	4.899764	2.636523	0.169287	0.052420
